profesor,fecha,comentario,calidad_general,facilidad
"lagarde, margarita",19/Dic/2011,"Es pésima profesora, sabrá mucho pero como profesora deja mucho que deseaer, sus clases son exposiciones que solo comenta para criticar al equipo, los exámenes son super pesados,es grosera, nada accesible. Jamas la metan.",2.0,2.0
"lagarde, margarita",05/Nov/2011,"No hagan caso a todo lo que les digan... La maestra es muy exigente, pero aprendes si quieres, es mucho de iniciativa propia... Ella sabe mucho y claro que explica y enriquece las expos, creo que a veces demasiado, pues se tardan mucho las presentaciones precisamente por sus aportes. No es la mejor profesora del mundo, pero sí le preocupa tu aprendizaje... Eso sí, es bastante exigente... Saludos!!",7.0,2.0
"lagarde, margarita",11/Ago/2011,"No hay comentario malo que le haga justicia a esta señora que ni siquiera deberia llamarse profesora, no explica nada, no da su clase, solo esta viendo las expocisiones de los alumnos y criticandolos, sus examenes no tienen sentido, no aprendes, y su forma de evaluar es pesima, no se como sigue dando clases",2.0,2.0
"lagarde, margarita",06/Jul/2011,"Hace todos loa años del mundo nos obligó a matar un gato por equipo, a seccionarlo con diferentes cortes y presentarlos en acrílico porque ella estaba haciendo una colección. Había huelga y no le importó. No valió la pena matar un mamífero porque no me acuerdo de nada. Hay otras formas más didácticas y menos salvajes de aprender.",3.0,2.0
"lagarde, margarita",20/Jun/2011,"pésima, ni por equivocación o falta de cupo tomes con ella!!!",2.0,2.0
"lagarde, margarita",07/Jun/2011,Se la pasa regañandote en lugar de explicar. se basa solo en exposiciones y nisiquiera explica si estas mal solo t grita enfrente de todos piensa q su clase es la unica y hasta se pasa d su tiempo es muy grosera y hace como mil examenes para y t baja pts x todo PESIMA,2.0,4.0
"lagarde, margarita",07/Abr/2011,,4.0,4.0
"lagarde, margarita",12/Feb/2011,Pésima!!! La clase son puras exposiciones y exámenes de diagramas de flujo súper fumados... Nunca tienes contenta a la señora y no es nada accesible Nunca la metan!,2.0,4.0
"lagarde, margarita",26/Ene/2011,"jamas, jámas la metan, es un maestra que es cierto que sabe mucho, toda una eminencia, sin embargo ella no da la clase, pone a exponer señoras exposiciones haces como 4 en todo el semetre que estan con ella, hace como 15 examenes, muy demandante, en su materia, piensa que es la unica clase que tenemos",6.0,2.0
"lagarde, margarita",11/Ene/2011,"es una docente que sabe mucho, el problema es q ella no da clase, pone a exponer a todo el grupo y solo hace comentarios, ademas segun ella te deja elegir la forma de evaluacion y acaba poniendo la que ella kiere, si eres de sus favoritos es facil pasar con ella",5.0,4.0
"Lambarri, Araceli",05/Jun/2015,"EXCELENTE PROFESORA EN TODO SENTIDO, ALTAMENTE RECOMENDABLE",10.0,10.0
"Lambarri, Araceli",04/Jul/2014,"Esta profesora está siempre al pendiente de las dudas, te ayuda con material que ella misma proporciona y selecciona, además de siempre estar disponible para aclarar dudas. La forma de trabajar es clara desde el principio, aunque si trabajas mucho.",10.0,8.0
"Lambarri, Daniella",11/Feb/2021,"Tuve clases con ella en línea. Nos calificó con los trabajos escritos de las prácticas que hacíamos y algunas otras tareas. Fue clara al explicar los temas y cómo quería los trabajos, sin embargo, sÍ los calificaba duro (debes entregarlos muy bien estructurados en formato APA).",8.0,8.0
"Lambarri, Daniella",01/Sep/2020,"Pésima profesora, al menos durante el periodo de contingencia. Explica las cosas de manera muy vaga. No explica inicialmente cómo debes estructurar tus reportes de práctica, no te enteras de ello hasta que entregas los primeros trabajos. Sí te da ayuda y medio está al pendiente de los alumnos",6.0,6.0
"Lambarri, Daniella",23/Ago/2019,"Es bastante atenta, siempre te da retroalimentación y cuando es severa lo hace para que aprendas. Es justa y vale mucho la pena tomar clase con ella. Maneja los conceptos de una forma clara y si te quedas con dudas siempre las aclara.",10.0,6.0
"Lambarri, Daniella",08/Ago/2019,"Sus clases son buenas, ya que siempre da retroalimentación. Casi cada clase hay exposiciones por equipos. Pasa lista seguido.",8.0,4.0
"Landa Ramirez, Edgar",16/Dic/2023,"Es un excelente profesor, vas aprender muchísimo, más de lo que has aprendido en toda la carrera. El doctor enseña práctica basada en la evidencia, lo cual es de suma utilidad para nuestro desarrollo profesional y créanme que aunque es difícil el lo enseña de una forma sencilla.",10.0,4.0
"Landa Ramirez, Edgar",02/Feb/2023,"Es un excelente profesor, hace psicología basada en la evidencia. Pone música de rock urbano en la clase, le gustan las palomitas.",10.0,10.0
"Landa Ramirez, Edgar",28/Nov/2021,¡El mejor! Pasar por alguna de sus clases es igual a pulirte como profesional; siempre busca sacar lo mejor de ti en el ámbito de académico. Busca la reflexión y te motiva. No es difícil pasar; toma en cuenta la participación y pregunta si están de acuerdo con la forma de evaluar. Lecturas en inglés,10.0,8.0
"Landa Ramirez, Edgar",09/Ago/2021,"El dr. califica con una exposición por equipo, asistencia y un examen final. La verdad si es difícil la materia, tienes que trabajarle mucho a la expo, sobre todo porque hace muchas preguntas. De repente es medio pesado con las personas que no le contestan bien en clase...",8.0,4.0
"Landa Ramirez, Edgar",17/Ene/2018,"califica con una exposición en equipo, un ensayo final y exámenes que son mas o menos, lecturas en ingles. un buen profesor, pero le tienes que trabajar.",9.0,10.0
"Landa Ramirez, Edgar",16/Dic/2017,"Es simplemente el mejor! Sabe muchísimo y se interesa por transmitir sus conocimientos, no es difícil pasar con él y su clase es muy amena :3",10.0,10.0
"Landa Ramirez, Edgar",25/Oct/2017,"El Doctor es un académico con gran calidad profesional y humana, te enseña búsqueda de datos muy recientes (info., útil para la tesis), sus exámenes son basados en info., que el mismo brinda (sin saturar), y hay exposiciones brindadas por el mismo y los colegas (siempre te dejan reflexivo)",10.0,8.0
"Landeros, Karina",16/Dic/2024,"Es una persona linda, el problema es que tiene muchas cosas que hacer entonces no está al 100% pendiente y teniendo prácticas, a veces se puede sentir que vas un poco a ciegas y por su mala organización hay problemas en la comunicación. Sin embargo, tiene un interés genuino por las poblaciones.",7.0,6.0
"Landeros, Karina",23/Jun/2023,"La profesora es buena en si, en la prácticas brinda apoyo si se lo pides aunque al ser su primer curso se veía que le costaba desenvolverse, sin embargo llevo el curso bien. No faltes con ella pues ella lo cuenta mucho y traten de entregar las cosas a tiempo con su sector y todo estará bien",8.0,6.0
"Landeros, Karina",26/Ene/2023,[Comentario esperando revisión],5.0,6.0
"Landeros, Karina",15/Dic/2022,[Comentario esperando revisión],2.0,2.0
"Landeros, Karina",19/Dic/2018,"Un curso terrible, las clases se orientaban hacia la Psicología Ambiental, lo cual no es malo, sin embargo, todo aquello relacionado con la materia fue dado en un día previo a terminar el semestre. Un curso pésimo sin dirección alguna.",5.0,6.0
"Landeros, Karina",01/Ago/2018,"La profesora es buena persona pero como docente es pésima, falta mucho y es súper desorganizada. Nunca sabe lo que quiere y tarda mucho en responder cualquier duda. Terminó el semestre en tiempo extemporáneo y subió las calificaciones súper tarde. Al final no se sabe ni como calificaría.",4.0,4.0
"Landeros, Karina",22/Dic/2017,"Es el primer semestre que la profesora da clases, por lo que en algunas ocasiones resulta confuso lo que quiere, las prácticas se llevan a cabo en Xochimilco con enfoque ambiental. En general es buena profesora aunque un poco impuntual.",9.0,6.0
"lara martinez, arturo",22/Nov/2016,"Califica con una exposición y si te reconoce por participar y asistir a su clase. También te pide mandarle tareas por su correo, pero quién sabe si las lee. Habla de yoga, meditación y otras cosas por el estilo. Habla con un acento ""gringo"".",5.0,10.0
"lara martinez, arturo",13/Ago/2016,"Muchos dicen que es un profesor barco, pero la verdad la clase es interesante, la tematica que aborda es el mindfulnes, cuestion por la cual muchos creen que es una tonteria, ( meditar o respirar) la filosofia que maneja es la budista, les recomiendo ampliamente al profesor Arturo",9.0,10.0
"lara martinez, arturo",01/Jul/2015,"Si lo que buscas es solo pasar la materia, él es buena opción. Pero a mi parecer es igual con muchos profesores de Identidad Universitaria. Solo te pone a meditar y a que escuches tu respiración.",2.0,10.0
"lara martinez, arturo",03/Jul/2014,"El peor profesor que he tenido en la facultad. No se sabe con qué evalúa, al final sacan 10 los que no iban y 8 los que sí iban.Su acento de ""gringo"" es lo peor que puedas escuchar, es intolerante y se la pasa hablando del amor incondicional y meditación. Aunque sea lo único que quede, no lo metan.",2.0,4.0
"lara martinez, arturo",20/Ene/2014,Estoy tan cansada de detestar a este profesor que solo les puedo decir que definitivamente no deben tomar clase con él califica injustamente (esto va súper en serio por favor tómenlo en cuenta) y nunca enseña algo realmente productivo.,2.0,8.0
"lara martinez, arturo",20/Ene/2014,se la pasa con sus cosas de meditacion con su acento falso,2.0,8.0
"lara martinez, arturo",20/Ene/2014,Me dejó sin palabras y para mal,2.0,6.0
"lara martinez, arturo",17/Ene/2014,"Pésimo!!!! pone 10 a quien NO va y 8 a los que sí íbamos, no enseña nada, son puras exposiciones y si piensas diferente a él se enfrasca en conversaciones y discusiones tontas, no solo perdí mi tiempo en su clase, también mi vida se fue ahi.!!!",2.0,2.0
"lara martinez, arturo",16/Ene/2014,"Una verguenza que ese señor de clases en la facultad. No dio ni una clase del temario, se la pasa haciendo platicando de su modo mediocre de ver la vida, deja tareas que no califica, no hace examenes y al final del semestre no sabes con qué te evaluó y mucho menos te dice tu calificación",3.0,4.0
"lara martinez, arturo",07/Ene/2014,"No lo metan simplemente es una porquería de profesor, su clase es una basura y califica de la manera más torpe que pueda,no te llevas ni una buena calificación, evítenlo a toda costa, en serio, no bromeo.",2.0,10.0
"lara martinez, arturo",03/Oct/2013,"Este profesor es de lo más mierda de la Facultad, siempre habla de lo mismo... asertividad y aquietarse y cosas así. La filosofía me encanta pero él no acepta cuando tienes otro punto de vista y se va sobre ti. Es preferible no participar si estás en contra de lo que dice.",2.0,6.0
"lara martinez, arturo",19/Ene/2013,"LA verdad es que te quiere explicar mil cosas y su madfunes awwwww siempre le da vuelta al mil,,,y al final al evaluarla se fija en que hayas participado mucho!!!",3.0,6.0
"lara martinez, arturo",17/Oct/2012,"Parece muy simpático, pero es voluble y manipula las cosas a su conveniencia,es cierto aquello de la calificación,nada recomendable para gente con hambre de conocimiento, si te da igual, toma el riesgo, pero yo recomendaría que,si pueden , evitaran el trago amargo.",5.0,10.0
"lara martinez, arturo",24/Ago/2011,"Tengan cuidado ya que se equivoca en la calificación, chequen su calificación en el siae. OK.",6.0,8.0
"Lara Tapia, Hector",03/Ago/2023,"Idk su clase es pésima ni él se entiende, es muy confuso al hablar y tampoco da una forma de evaluación clara. Al final es fácil pasar porque califica con un trabajo random que se saca de no sé dónde, pero no aprendes mucho :/ por lo mismo de que no sabes cómo evalúa es importante ir cada clase",3.0,6.0
"Lara Tapia, Hector",24/Oct/2021,El mejor profesor y doctor que nos ha dado la UNAM,10.0,10.0
"Lara Tapia, Hector",14/Jul/2020,,9.0,4.0
"Lara Tapia, Hector",18/Mar/2020,"Excelente profesor, uno de mis referentes.",10.0,10.0
"Lara Tapia, Hector",21/Feb/2020,Misógino y machista!!! Yo preferí dejar de entrar que soportar sus comentarios despectivos y asquerosos hacia las mujeres No se porque hay chicas que dicen admirarlo si,6.0,6.0
"Lara Tapia, Hector",15/Ene/2020,"Si, las clases son muy largas, suele hacer chistes misoginos y llega tarde, pero lo cierto es que el doctor es una leyenda, tiene una memoria increible para su edad, abordó el tema de conducta criminal integrando factores sociales y biológicos (algo que casi ningún profe hace y deberían)",7.0,10.0
"Lara Tapia, Hector",11/Ene/2020,"En general la clase es muy larga y aburrida. El profesor es impuntual, es confuso con los trabajos y realiza comentarios despectivos hacia las mujeres. A pesar de que brinda buenos datos curiosos de cultura general suele ser repetitivo y la participación solo la tendrán sus preferidos de la clase.",4.0,8.0
"Lara Tapia, Hector",20/Nov/2019,"Tiene favoritismo por ciertas alumnas y no es por su inteligencia, sólo por su facilidad de palabra A los demás del grupo no les hace caso por estar hablando sólo con ellxs. Machista y critica el movimiento feminista",6.0,8.0
"Lara Tapia, Hector",15/Ene/2019,"Sabe muchísimo acerca de muchos temas, así que siempre te estará dando datos curiosos. Recomienda buenos libros y películas. Siempre llega hasta media hora tarde a dar clase, y a veces termina hablando de su vida. Te hace leer sus artículos de investigación, pero son bastante interesantes.",9.0,10.0
"Lara Tapia, Hector",08/Ene/2019,,9.0,8.0
"Lara Tapia, Hector",09/Dic/2018,"Si sólo quieres aprobar, busca otra opción, pero si quieres aprender, éste es el Maestro.",9.0,8.0
"Lara Tapia, Hector",25/Sep/2018,,10.0,10.0
"Lara Tapia, Hector",21/Ene/2018,"El dr. Larita es simplemente genial. Da claramente el tema y cuando el grupo es pequeño, la clase se torna en un debate donde todos aportan la información (la clase anterior, él dice de que hablaremos y es responsabilidad nuestra leer sobre el tema) Siempre está dispiesto a resolver tus dudas!",10.0,10.0
